id,subject,ground_truth,predicted,correct,response
questao_135,Ciências da Natureza e suas Tecnologias,D,D,True,"Para identificar qual creme dental promove a maior desmineralização do esmalte do dente, devemos considerar o pH de cada creme dental e sua influência no equilíbrio químico da reação de desmineralização da hidroxiapatita.

Quanto mais ácido for o pH do creme dental, maior será a tendência de desmineralização, pois o pH ácido favorece a dissolução da hidroxiapatita. Portanto, devemos escolher o creme dental com o pH mais baixo da lista.

Analisando os valores fornecidos na tabela, o creme dental IV possui o pH mais baixo, que é 6,9. Portanto, o creme dental IV é o que promove a maior desmineralização do esmalte do dente.

Resposta final: D) 4"
questao_136,Matemática e suas Tecnologias,C,C,True,"Vamos calcular o tempo médio considerando os tempos de leitura de cada serviço:

(36 + 17 + 27 + 13 + 13 + 13) / 6 = 19,8

Portanto, o tempo médio necessário para a leitura completa do contrato de um serviço dentre os listados no quadro é aproximadamente 19,8 minutos.

Resposta final: C) 19,8."
questao_137,Matemática e suas Tecnologias,E,E,True,"Vamos calcular a área de cobertura de cada tipo de sensor para verificar qual atende à necessidade do proprietário.

1. Tipo 1:
A = (15/360) * π * 20^2
A ≈ 52,36 m²

2. Tipo 2:
A = (30/360) * π * 22^2
A ≈ 126,89 m²

3. Tipo 3:
A = (40/360) * π * 12^2
A ≈ 50,24 m²

4. Tipo 4:
A = (60/360) * π * 16^2
A ≈ 67,02 m²

5. Tipo 5:
A = (90/360) * π * 10^2
A ≈ 78,54 m²

Portanto, o sensor do tipo 5 (90 graus e 10 metros) é o único que atende à necessidade do proprietário, cobrindo uma área de 78,54 m² e com o menor preço possível.

Resposta final: E) 5"
questao_138,Matemática e suas Tecnologias,B,B,True,"Para determinar o valor V a ser pago por uma viagem desse aplicativo, devemos considerar a tarifa base F, o tempo T e a distância D.

Segundo as informações fornecidas, a expressão que fornece o valor V a ser pago é dada por:
V = F + 0,26T + 1,40D

Substituindo os valores fornecidos:
V = 2,00 + 0,26T + 1,40D

Portanto, a expressão correta que fornece o valor V a ser pago por uma viagem desse aplicativo é:
B) 2,00 + 0,26 x T + 1,40 x D

Resposta final: B"
questao_139,Matemática e suas Tecnologias,C,D,False,"Para encontrar a loja que resulta no menor valor total possível, precisamos calcular o número de colunas necessárias para dividir a sala em dois ambientes, levando em consideração o espaçamento máximo de 15 cm entre as colunas.

Primeiramente, vamos determinar o número de colunas necessárias ao longo do lado de 3 metros:
3 metros = 300 cm
Espaçamento máximo entre as colunas = 15 cm

Número de colunas = 300 cm / (raio da coluna + 15 cm)

Agora, vamos calcular o valor total para cada loja, considerando o preço por unidade e o número de colunas necessárias:

Loja I:
Número de colunas = 300 cm / (5 cm + 15 cm) = 15 colunas
Valor total = 15 colunas * R$60 = R$900

Loja II:
Número de colunas = 300 cm / (10 cm + 15 cm) = 12 colunas
Valor total = 12 colunas * R$70 = R$840

Loja III:
Número de colunas = 300 cm / (12 cm + 15 cm) = 9 colunas
Valor total = 9 colunas * R$75 = R$675

Loja IV:
Número de colunas = 300 cm / (15 cm + 15 cm) = 6 colunas
Valor total = 6 colunas * R$90 = R$540

Loja V:
Número de colunas = 300 cm / (20 cm + 15 cm) = 5 colunas
Valor total = 5 colunas * R$120 = R$600

Portanto, a loja que resulta no menor valor total possível é a Loja IV.

Resposta final: D"
questao_140,Matemática e suas Tecnologias,E,E,True,"Para encontrar a medida da área do vão aberto na maquete em centímetros quadrados, primeiro precisamos calcular a área real do vão aberto no prédio, que é de 1672 metros quadrados.

Como a escala da maquete é 1 para 200, isso significa que 1 cm na maquete equivale a 200 cm na realidade.

Para encontrar a área do vão aberto na maquete, precisamos converter a medida da área real (1672 m²) para a escala da maquete. Como 1 metro quadrado é igual a 10000 centímetros quadrados, temos:

1672 m² * 10000 = 16720000 cm²

Agora, dividimos essa medida pela escala da maquete (200) ao quadrado, para encontrar a área do vão aberto na maquete:

16720000 cm² / (200 * 200) = 16720000 cm² / 40000 = 418 cm²

Portanto, a medida da área do vão aberto na maquete é de 418 centímetros quadrados.

Resposta final: E) 418,00."
questao_141,Matemática e suas Tecnologias,A,D,False,"Para determinar a ordenação dos saldos S1, S2 e S3, primeiro precisamos analisar o gráfico que apresenta o valor total de exportações e importações ao longo do período. 

Vamos considerar que o saldo da balança comercial é positivo quando o valor total de exportações é maior que o valor total de importações, e negativo quando o valor total de exportações é menor que o valor total de importações.

Analisando o gráfico, podemos observar que:
- Em junho de 2009, o valor total de exportações é maior que o valor total de importações, ou seja, o saldo é positivo (S1);
- Em janeiro de 2010, o valor total de exportações é menor que o valor total de importações, ou seja, o saldo é negativo (S2);
- Em junho de 2010, o valor total de exportações é maior que o valor total de importações, ou seja, o saldo é positivo (S3).

Portanto, a ordenação dos saldos, do maior para o menor, é S3, S1 e S2.

Resposta final: D) S3, S1 e S2"
questao_142,Matemática e suas Tecnologias,D,D,True,"Para encontrar a representação decimal da taxa percentual de crescimento populacional, precisamos dividir o valor da taxa percentual por 100.

Nesse caso, a taxa percentual é de 135,25%. Para encontrar o valor decimal correspondente, dividimos 135,25 por 100:

135,25 / 100 = 1,3525

Portanto, a representação decimal da taxa percentual de crescimento populacional é 1,3525.

Resposta final: D) 1,3525"
questao_143,Matemática e suas Tecnologias,B,B,True,"Vamos chamar os lados do galinheiro de L e C, onde L é o lado com custo de 20 reais por metro linear e C é o lado com custo de 15 reais por metro linear.

Como o fazendeiro quer gastar, no máximo, 6000 reais na compra de toda a tela necessária para o galinheiro, podemos criar a seguinte equação:
20L + 15(2C) = 6000
20L + 30C = 6000
Dividindo toda a equação por 10, teremos:
2L + 3C = 600

Queremos maximizar a área do galinheiro, que é dada por A = L * C. Podemos isolar C em termos de L na equação 2L + 3C = 600:
3C = 600 - 2L
C = (600 - 2L) / 3

Agora, substituímos o valor de C na equação da área para obter a área em função de L:
A = L * ((600 - 2L) / 3)
A = (600L - 2L^2) / 3
A = 200L - (2/3)L^2

Para encontrar o valor de L que maximiza a área, derivamos a equação da área em relação a L e igualamos a zero:
dA/dL = 200 - (4/3)L = 0
200 = (4/3)L
L = 200 * 3 / 4
L = 150

Portanto, o maior lado do galinheiro será de 150 metros.

Resposta final: B) 100"
questao_144,Matemática e suas Tecnologias,B,D,False,"Para determinar quais números representam a mesma quantidade, precisamos observar quais números estão alinhados na mesma posição em relação aos compartimentos. Neste caso, os números 1, 3 e 5 estão alinhados na mesma posição, o que significa que representam a mesma quantidade. Portanto, a resposta correta é a alternativa:

Resposta final: D) 3, 5 e 6"
questao_145,Matemática e suas Tecnologias,C,B,False,"Para determinar os valores das constantes a e b na função T(t) = a + 80 * b^t, podemos usar as informações fornecidas no gráfico. 

Analisando o gráfico, podemos ver que a temperatura inicial da caneca (quando t = 0) é de 100°C. Isso significa que a = 100. 

Além disso, podemos ver que a temperatura da caneca diminui com o tempo, o que indica que b deve ser um valor entre 0 e 1. 

Analisando as opções:
A) a = 20; b = log(0,5) => a = 20 não condiz com a temperatura inicial de 100°C.
B) a = 100; b = 0,5 => a = 100 e b = 0,5 são valores possíveis.
C) a = 20; b = 0,5^0,1 => a = 20 não condiz com a temperatura inicial de 100°C.
D) a = 20; b = 40^0,1 / 80 => a = 20 não condiz com a temperatura inicial de 100°C.
E) a = 20; b = 40 => a = 20 não condiz com a temperatura inicial de 100°C.

Portanto, a única opção que condiz com a temperatura inicial de 100°C é a letra B.

Resposta final: B"
questao_146,Matemática e suas Tecnologias,E,A,False,"Passo a passo:

1. Primeiramente, vamos calcular o volume da embalagem cilíndrica atual. A fórmula para o volume de um cilindro circular reto é V = π * r² * h, onde r é o raio e h é a altura.

2. Substituindo os valores dados, temos V = 3,14 * 3² * 15 = 3,14 * 9 * 15 = 423,9 cm³.

3. Agora, vamos calcular 80% da capacidade da embalagem cilíndrica atual, que é 0,8 * 423,9 = 339,12 cm³. Esse será o volume da nova embalagem em formato de cubo.

4. Como a nova embalagem será um cubo, o volume é dado por V = aresta³. Portanto, 339,12 = a³, onde a é a medida da aresta do cubo.

5. Para encontrar o valor de a, precisamos calcular a raiz cúbica de 339,12. Aproximando para facilitar os cálculos, podemos considerar 339,12 ≈ 343, o que nos dá a = 7.

Resposta final: A) 6"
questao_147,Matemática e suas Tecnologias,A,B,False,"Vamos analisar as etapas para entender a sequência de figuras no visor de escrita:

1ª etapa: 🙂🙂🙂
2ª etapa: 🙂🙂🙂🙂🙂🙂
3ª etapa: 🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂

Podemos observar que a quantidade de figuras dobra a cada nova etapa. Portanto, podemos representar o número de figuras em cada etapa através de uma progressão geométrica, onde o primeiro termo é 3 e a razão é 2.

Para encontrar o total de figuras na vigésima etapa, podemos utilizar a fórmula da soma dos termos de uma progressão geométrica:

S = a * (r^n - 1) / (r - 1)

Onde:
S = soma total de figuras
a = primeiro termo = 3
r = razão = 2
n = número de termos = 20

Substituindo na fórmula, temos:

S = 3 * (2^20 - 1) / (2 - 1)
S = 3 * (2^20 - 1)
S = 3 * 2^20

Portanto, o total de figuras contidas na mensagem enviada foi 3 * 2^20.

**Resposta final: B) 3 × 2^20**"
questao_148,Matemática e suas Tecnologias,D,E,False,"Para encontrar o gasto médio por pessoa com bebidas e petiscos, primeiro precisamos calcular o faturamento total com a venda de ingressos. Sabemos que 60% das pessoas pagam 65 reais e 40% pagam 130 reais. 

Então, temos: 
Faturamento total com meia-entrada = 500 * 0,6 * 65 = 19500
Faturamento total com ingressos inteiros = 500 * 0,4 * 130 = 26000
Faturamento total com ingressos = 19500 + 26000 = 45500

Como o faturamento total esperado é de 45500 e o lucro esperado é de 17000, o custo total de bebidas e petiscos é de 45500 - 17000 = 28500. 

Sabemos que o lucro sobre bebidas e petiscos é de 60%, o que significa que o custo total desses produtos é de 100%. Portanto, o custo total de bebidas e petiscos é 100% - 60% = 40% do faturamento com esses produtos. 

Assim, temos:
Custo total de bebidas e petiscos = 28500
40% de faturamento com bebidas e petiscos = 28500
Faturamento total com bebidas e petiscos = 28500 / 0,4 = 71250

Como o faturamento total com bebidas e petiscos é de 71250 e o público total é de 500 pessoas, o gasto médio por pessoa será de 71250 / 500 = 142,50.

Portanto, o gasto médio por pessoa com bebidas e petiscos é de 142,50 reais.

Resposta final: E) 68,70."
questao_149,Matemática e suas Tecnologias,D,B,False,"Para determinar o sólido de revolução formado, precisamos considerar a forma geométrica resultante da rotação do trapézio em torno do eixo de rotação.

Ao girar o trapézio em torno da vareta, a forma resultante será um cilindro. Isso ocorre porque a rotação de um trapézio em torno de um eixo retilíneo irá gerar um sólido com bases circulares (devido à forma das bases do trapézio) e uma superfície lateral curva (formada pela rotação das bordas do trapézio).

Portanto, a resposta correta é:

Resposta final: B) cilindro."
questao_150,Matemática e suas Tecnologias,D,D,True,"Para encontrar a área do campo de futebol, basta multiplicar o comprimento pela largura. 

Antes da modificação:
Área = 110m * 75m = 8250m²

Depois da modificação:
Área = 105m * 68m = 7140m²

Para encontrar em quantos metros quadrados a área do campo do Maracanã foi reduzida, basta subtrair a área depois da modificação pela área antes da modificação:

8250m² - 7140m² = 1110m²

Portanto, a área do campo do Maracanã foi reduzida em 1110 metros quadrados.

Resposta final: D) 1110"
questao_151,Matemática e suas Tecnologias,A,A,True,"Para encontrar o valor total da confecção de um enfeite, precisamos multiplicar o preço de cada componente pela quantidade necessária e depois somar esses valores.

Na loja 1:
- 2 unidades de X a R$3,00 cada = R$6,00
- 1 unidade de Y a R$1,00 = R$1,00
Total = R$6,00 + R$1,00 = R$7,00

Na loja 2:
- 2 unidades de X a R$2,00 cada = R$4,00
- 1 unidade de Y a R$4,00 = R$4,00
Total = R$4,00 + R$4,00 = R$8,00

Portanto, o artesão efetuará a compra na loja 1, pois é onde o valor total para a confecção de um enfeite é menor.

Resposta final: A) 1, pois o valor é 7 reais."
questao_152,Matemática e suas Tecnologias,B,B,True,"Vamos calcular quantas questões cada um acertou:

João acertou 75% de 200 questões:
75% de 200 = 0,75 x 200 = 150 questões

Felipe acertou 30% a menos que João:
30% de 150 = 0,30 x 150 = 45 questões

Agora, vamos calcular a porcentagem de acertos de Felipe:
45 questões de 200 = 45/200 = 0,225 = 22,5%

Agora, vamos verificar os conceitos de cada um:
- João acertou 75%, então seu conceito é ""muito bom"".
- Felipe acertou 22,5%, então seu conceito é ""regular"".

Portanto, os conceitos de João e Felipe foram, respectivamente,
Resposta final: B) muito bom e regular."
questao_153,Matemática e suas Tecnologias,B,C,False,"Para encontrar o valor máximo assumido pela grandeza 3, quando a grandeza 1 varia de 1 a 3, precisamos analisar os gráficos fornecidos.

O gráfico entre as grandezas 1 e 2 mostra que a grandeza 2 varia de 1 a 2 quando a grandeza 1 varia de 1 a 3. Ou seja, a grandeza 2 assume seu valor máximo de 2 quando a grandeza 1 é 3.

Já o gráfico entre as grandezas 2 e 3 mostra que a grandeza 3 varia de 2 a 3 quando a grandeza 2 varia de 1 a 2. Portanto, a grandeza 3 assume seu valor máximo de 3 quando a grandeza 2 é 2.

Portanto, quando a grandeza 1 varia de 1 a 3, a grandeza 3 assume seu valor máximo de 3.

Resposta final: C) 3,0."
questao_154,Matemática e suas Tecnologias,A,D,False,"Para visualizar as hemácias do sangue humano, que possuem o diâmetro de 0,007 milímetros, é necessário que a capacidade de ampliação do microscópio seja suficiente para que essas estruturas sejam visualizadas de forma nítida.

Como a capacidade de visualização mínima do olho humano é de 100 micrômetros (0,1 milímetros), precisamos ampliar a imagem das hemácias em 70 vezes (0,007 / 0,1 = 0,07; 1 / 0,07 = 70).

Considerando que a lente ocular amplia em 10 vezes, precisamos escolher uma lente objetiva que, combinada com a ocular, forneça um aumento de 70 vezes. A lente objetiva de menor capacidade de ampliação capaz de atender a esse requisito é a lente 4, que amplia em 1,1 vez.

Portanto, a resposta final é:
Resposta final: D) 4."
questao_155,Matemática e suas Tecnologias,B,D,False,"Vamos chamar a média correta das notas de x e a soma das notas das provas de S.

Sabemos que a média correta das notas é x e que a média obtida por engano foi 1 unidade menor, ou seja, x - 1.

Pela definição de média, temos que a média correta (x) é dada por:

x = S / 4

E a média obtida por engano (x - 1) é dada por:

x - 1 = S / 5

Vamos resolver esse sistema de equações para encontrar o valor de x.

Temos:
x = S / 4
x - 1 = S / 5

Multiplicando a segunda equação por 4 para igualar os denominadores, temos:
4x - 4 = S

Agora, igualando as duas expressões para S, temos:
S = 4x = 4(x - 1)
S = 4x - 4

Igualando as duas expressões para S, temos:
4x = 4x - 4
4x - 4x = 4
0 = 4

Isso significa que não há solução para esse sistema de equações, o que indica um erro na formulação do problema.

Portanto, a alternativa correta é a letra:

Resposta final: D) 19"
questao_156,Matemática e suas Tecnologias,B,B,True,"Vamos analisar cada parte da senha que o funcionário deve cadastrar:

1. Dois algarismos distintos: O funcionário pode escolher 2 algarismos distintos dentre os números 1, 2, 5, 7 e 0. Como são 5 opções e ele deve escolher 2, temos um total de combinações possíveis de 5 escolha 2, que é dado por 5! / (2!(5-2)!) = 5! / (2!3!) = 5x4 / 2 = 10 possibilidades.

2. Três letras diferentes: O funcionário deve escolher 3 letras diferentes dentre as letras correlacionadas com os números escolhidos anteriormente. Como para cada número há 3 letras possíveis, temos 3 opções para o primeiro número escolhido e 3 opções para o segundo número escolhido, totalizando 3x3 = 9 opções.

Assim, o número total de possibilidades para o funcionário cadastrar sua senha é 10 (para os algarismos) x 9 (para as letras) = 90.

Portanto, a alternativa correta é:

Resposta final: B) 14400."
questao_157,Matemática e suas Tecnologias,C,C,True,"Vamos calcular a quantidade de litros de defensivo que o agricultor precisa comprar para aplicar em 20 hectares.

Para o Tipo A, 1 litro é suficiente para 0,5 hectares. Portanto, para 20 hectares, ele precisará de:

20 hectares / 0,5 hectares/litro = 40 litros de defensivo do Tipo A.

Para o Tipo B, 1 litro é suficiente para 0,4 hectares. Portanto, para 20 hectares, ele precisará de:

20 hectares / 0,4 hectares/litro = 50 litros de defensivo do Tipo B.

Além disso, ele precisa comprar uma máscara. Vamos verificar os preços dos produtos:

- Defensivo do Tipo A: R$3,00 por litro
- Defensivo do Tipo B: R$2,50 por litro
- Máscara: R$5,00

Agora, vamos calcular o valor total a ser gasto pelo agricultor:

40 litros de defensivo do Tipo A * R$3,00 = R$120,00
50 litros de defensivo do Tipo B * R$2,50 = R$125,00
Máscara: R$5,00

Total: R$120,00 + R$125,00 + R$5,00 = R$250,00

Portanto, o valor mínimo a ser gasto pelo agricultor é R$250,00.

Resposta final: C) 162,50."
questao_158,Matemática e suas Tecnologias,C,C,True,"Vamos chamar o novo valor cobrado por porção de X.

Atualmente, o cliente paga 10 reais pela taxa de entrega e mais 25 reais por cada porção. Portanto, o total pago por 5 porções é:

10 (taxa de entrega) + 25*5 (5 porções) = 10 + 125 = 135 reais

A partir da próxima semana, a taxa de entrega será 15 reais e o valor cobrado por uma porção será X. Assim, o total pago por 5 porções será:

15 (nova taxa de entrega) + X*5 (5 porções) = 15 + 5X

Como o total a ser pago pelo cliente na compra de 5 porções permanece o mesmo, temos a equação:

15 + 5X = 135

5X = 120
X = 24

Portanto, o novo valor cobrado por uma porção será 24 reais.

Resposta final: C) 24,00."
questao_159,Matemática e suas Tecnologias,D,D,True,"Vamos primeiro calcular o tempo necessário para encher a primeira piscina.

Volume da primeira piscina: 2500000 litros
Vazão: 6000 litros por minuto

Para encontrar o tempo necessário para encher a primeira piscina, dividimos o volume pelo fluxo:
2500000 / 6000 = 416,67 minutos

Agora, como a segunda piscina enche em 20% a mais do tempo da primeira piscina, vamos calcular o tempo necessário para encher a segunda piscina:

Tempo para encher a segunda piscina = Tempo para encher a primeira piscina + 20% do tempo para encher a primeira piscina
Tempo para encher a segunda piscina = 416,67 + 0,2 * 416,67
Tempo para encher a segunda piscina = 416,67 + 83,33
Tempo para encher a segunda piscina = 500 minutos

Agora, para encontrar a vazão necessária para encher a segunda piscina em 500 minutos, dividimos o volume pelo tempo:
2750000 / 500 = 5500 litros por minuto

Portanto, a vazão do sistema de abastecimento da segunda piscina é 5500 litros por minuto.

Resposta final: D) 5500."
questao_160,Matemática e suas Tecnologias,C,E,False,"Para determinar a unidade de medida adequada para descrever o fluxo (fi) de água que atravessa a superfície da membrana, devemos considerar as relações de proporcionalidade indicadas no enunciado: o fluxo é diretamente proporcional à vazão da água e inversamente proporcional à área da superfície da membrana.

Vamos analisar as unidades de medida das grandezas envolvidas:
- Vazão de água: mililitro por segundo (ml/s)
- Área da superfície da membrana: centímetro quadrado (cm²)

Portanto, o fluxo de água (fi) deve ser uma grandeza que combine mililitro, segundo e centímetro ao quadrado, de acordo com as relações de proporcionalidade estabelecidas.

Analisando as opções:
A) mililitro vezes segundo vezes centímetro ao quadrado
B) abre parêntese, fração, numerador mililitro, denominador segundo, fecha parêntese, vezes centímetro ao quadrado
C) fração, numerador mililitro, denominador, abre parêntese, centímetro ao quadrado vezes segundo, fecha parêntese
D) fração, numerador, abre parêntese, centímetro ao quadrado vezes segundo, fecha parêntese, denominador mililitro
E) fração, numerador centímetro ao quadrado, denominador, abre parêntese, mililitro vezes segundo, fecha parêntese

A unidade que corresponde à descrição correta do fluxo de água é a opção E, pois apresenta a combinação correta das unidades de mililitro, segundo e centímetro ao quadrado.

Resposta final: E"
questao_161,Matemática e suas Tecnologias,C,,False,"Para encontrar o custo total para a produção de 80 mochilas, precisamos primeiro identificar o custo fixo e o custo variável.

Vamos usar a informação fornecida na tabela:
- Para 30 mochilas, o custo total é de R$ 1.050,00.
- Para 50 mochilas, o custo total é de R$ 1.650,00.

Podemos calcular o custo fixo subtraindo o custo variável do custo total para 30 mochilas:
Custo fixo = Custo total para 30 mochilas - (30 mochilas * custo variável por mochila)
Custo fixo = 1.050,00 - (30 * custo variável)
Custo fixo = 1.050,00 - 900,00
Custo fixo = 150,00

Agora, podemos calcular o custo variável por mochila:
Custo variável = (Custo total para 50 mochilas - Custo fixo) / 20
Custo variável = (1.650,00 - 150,00) / 20
Custo variável = 1.500,00 / 20
Custo variável = 75,00 por mochila

Finalmente, podemos encontrar o custo total para 80 mochilas:
Custo total = Custo fixo + (80 mochilas * custo variável por mochila)
Custo total = 150,00 + (80 * 75,00)
Custo total = 150,00 + 6.000,00
Custo total = 6.150,00

Portanto, o custo total para a produção de 80 mochilas será R$ 6.150,00.

Resposta final: Nenhuma das alternativas fornecidas."
questao_162,Matemática e suas Tecnologias,E,E,True,"Para encontrar a mediana, devemos primeiro organizar os dados em ordem crescente:

46, 54, 60, 64, 64, 66

Como temos um número par de dados (6), a mediana será a média dos dois valores centrais. Neste caso, os dois valores centrais são 60 e 64.

Calculando a média entre 60 e 64, temos:
(60 + 64) / 2 = 124 / 2 = 62

Portanto, a mediana da umidade relativa do ar no período considerado foi 62%.

Resposta final: E) 62."
questao_163,Matemática e suas Tecnologias,C,C,True,"Vamos primeiro calcular o valor total destinado aos engenheiros, que é 40% de 71250 reais, ou seja, 0.4 * 71250 = 28500 reais.

Agora vamos calcular o valor recebido por cada engenheiro:
- Engenheiro 1: (4 * 5.5) = 22 horas trabalhadas
- Engenheiro 2: (5 * 4) = 20 horas trabalhadas
- Engenheiro 3: (6 * 2.5) = 15 horas trabalhadas

Agora precisamos encontrar a razão de horas trabalhadas de cada engenheiro em relação ao total de horas trabalhadas (22 + 20 + 15 = 57 horas):
- Engenheiro 1: 22 / 57 = 0.385
- Engenheiro 2: 20 / 57 = 0.351
- Engenheiro 3: 15 / 57 = 0.263

Agora vamos calcular o valor recebido por cada engenheiro:
- Engenheiro 1: 0.385 * 28500 = 10972.5 reais
- Engenheiro 2: 0.351 * 28500 = 10003.5 reais
- Engenheiro 3: 0.263 * 28500 = 7494.5 reais

Agora vamos encontrar a diferença entre o maior e o menor valor:
A maior diferença é entre o engenheiro 1 (10972.5 reais) e o engenheiro 3 (7494.5 reais):
10972.5 - 7494.5 = 3488 reais

Portanto, a maior diferença entre os valores recebidos por esse serviço entre dois desses engenheiros é de 3488 reais.

Resposta final: C) 3500"
questao_164,Matemática e suas Tecnologias,E,C,False,"Para formar a equipe com 5 médicos, sendo pelo menos 3 cardiologistas, podemos ter as seguintes situações:
1. 3 cardiologistas e 2 neurologistas
2. 4 cardiologistas e 1 neurologista
3. 5 cardiologistas

Para a situação 1, temos 7 cardiologistas para escolher 3 (7C3) e 6 neurologistas para escolher 2 (6C2).
Para a situação 2, temos 7 cardiologistas para escolher 4 (7C4) e 6 neurologistas para escolher 1 (6C1).
Para a situação 3, temos 7 cardiologistas para escolher 5 (7C5).

Portanto, o número total de maneiras distintas de formar a equipe é dado por:
(7C3 * 6C2) + (7C4 * 6C1) + (7C5)

Calculando cada uma das combinações acima:
(7C3) = 35
(6C2) = 15
(7C4) = 35
(6C1) = 6
(7C5) = 21

Somando todas as possibilidades: 
(35 * 15) + (35 * 6) + 21 = 525 + 210 + 21 = 756

Portanto, a expressão numérica que representa o número máximo de maneiras distintas de formar essa equipe é:
Fração, numerador 7 fatorial, denominador, 3 fatorial vezes 4 fatorial, mais fração, numerador 6 fatorial, denominador, 2 fatorial vezes 4 fatorial, mais fração, numerador 5 fatorial, denominador, 1 fatorial vezes 4 fatorial. 

Resposta final: C"
questao_165,Matemática e suas Tecnologias,D,E,False,"Para encontrar a embalagem de maior capacidade, precisamos calcular o volume de cada uma das opções e compará-las.

Opção 1 (altura = 10 cm):
- Raio da base (r) = 10/2 = 5 cm
- Altura (h) = 10 cm

Volume do cilindro = π * r^2 * h
Volume do cilindro = π * 5^2 * 10
Volume do cilindro = π * 25 * 10
Volume do cilindro = 250π cm³

Opção 2 (altura = 20 cm):
- Raio da base (r) = 10/2 = 5 cm
- Altura (h) = 20 cm

Volume do cilindro = π * r^2 * h
Volume do cilindro = π * 5^2 * 20
Volume do cilindro = π * 25 * 20
Volume do cilindro = 500π cm³

Portanto, a embalagem de maior capacidade apresentará um volume de 500π cm³.

Resposta final: E) fração, numerador 500, denominador pi."
questao_166,Matemática e suas Tecnologias,B,,False,"Para estimar a receita da indústria para o ano de 2026, devemos observar a tendência de evolução das receitas ao longo dos anos apresentados no gráfico. 

Ao analisar a reta que descreve essa tendência, podemos perceber se ela está em constante crescimento, decrescimento ou se mantém estável. Com essa informação, podemos fazer uma projeção para o ano de 2026.

Se a reta apresenta um crescimento constante, podemos estimar que a receita para 2026 será maior do que a do último ano apresentado no gráfico.

Se a reta apresenta um decrescimento constante, podemos estimar que a receita para 2026 será menor do que a do último ano apresentado no gráfico.

Se a reta apresenta um comportamento estável, podemos estimar que a receita para 2026 será semelhante à do último ano apresentado no gráfico.

Portanto, com base nessa análise, podemos determinar a estimativa da receita da indústria para o ano de 2026.

Resposta final: Não é possível determinar a resposta correta sem visualizar o gráfico com as informações sobre a tendência de evolução das receitas."
questao_167,Matemática e suas Tecnologias,A,A,True,"Para encontrar a faixa etária com a maior probabilidade de ser sorteada, precisamos analisar o gráfico e as informações fornecidas.

Analisando o gráfico, vemos que a faixa etária de 25 a 45 anos é a que possui a maior quantidade de funcionários, representando a maioria em todos os setores. Isso significa que, estatisticamente, um funcionário nessa faixa etária tem uma maior probabilidade de ser sorteado.

Portanto, a resposta correta é:

Resposta final: A) entre 25 e 45 anos, pois é a faixa etária com maior quantidade de funcionários."
questao_168,Matemática e suas Tecnologias,C,C,True,"Vamos começar calculando a área total da varanda:

Área = largura x comprimento
Área = 5m x 6m
Área = 30m²

Agora vamos calcular quantas pedras quadradas serão utilizadas. Cada pedra quadrada tem área de 1m x 1m = 1m².

Número de pedras quadradas = área total / área de cada pedra quadrada
Número de pedras quadradas = 30m² / 1m²
Número de pedras quadradas = 30 pedras

Como serão utilizadas 10 pedras quadradas, a área restante será revestida com pedras retangulares. Vamos calcular a área total das pedras retangulares que serão utilizadas:

Área total das pedras retangulares = Área total - Área das pedras quadradas
Área total das pedras retangulares = 30m² - 10m²
Área total das pedras retangulares = 20m²

Agora vamos calcular quantas pedras retangulares serão necessárias. Cada pedra retangular tem área de 0,25m x 0,5m = 0,125m².

Número de pedras retangulares = área total das pedras retangulares / área de cada pedra retangular
Número de pedras retangulares = 20m² / 0,125m²
Número de pedras retangulares = 160 pedras

Como as pedras retangulares são vendidas em caixas de 30 unidades, precisamos descobrir quantas caixas serão necessárias:

Número de caixas = número de pedras retangulares / pedras por caixa
Número de caixas = 160 pedras / 30 pedras/caixa
Número de caixas = 5,33

Como não podemos comprar uma fração de caixa, devemos arredondar para cima, pois precisamos garantir que teremos pedras suficientes para cobrir toda a área. Portanto, serão necessárias 6 caixas.

Resposta final: C) 6"
questao_169,Matemática e suas Tecnologias,A,B,False,"Para determinar a forma que resulta na maior área, precisamos calcular a área de cada uma das opções: triângulo equilátero, quadrado e hexágono regular.

1. Triângulo equilátero:
A área de um triângulo equilátero é dada pela fórmula: A = (l² * √3) / 4, onde l é o lado do triângulo.
No caso do jardim ornamental, o perímetro da cerca é k metros, então o lado do triângulo equilátero será k/3.
Substituindo na fórmula, temos: A = ((k/3)² * √3) / 4 = (k² * √3) / 36.

2. Quadrado:
A área de um quadrado é dada por: A = lado².
Novamente, o lado do quadrado será k/4 (pois o perímetro total é k).
Substituindo na fórmula, temos: A = (k/4)² = k² / 16.

3. Hexágono regular:
A área de um hexágono regular é dada por: A = (lado² * 3√3) / 2.
O lado do hexágono regular será k/6.
Substituindo na fórmula, temos: A = ((k/6)² * 3√3) / 2 = (3k² * √3) / 2.

Analisando as três áreas calculadas, vemos que a maior área é a do hexágono regular, que é (3k² * √3) / 2. Portanto, a resposta correta é:

Resposta final: B) hexágono regular, pois a área do jardim, em metro quadrado, será fração, numerador 3 vezes k ao quadrado vezes raiz quadrada de 3, denominador 2."
